Tweet,Category
Same they did to akhlaq,CAG
Rose Kılınç I know dear. I agree with that I always say to reduce decibel point of loud speakers. When there are more mosques then 1-2 of them should only use loud speaker. But I hate the way he showed his hypocrisy. He has been my fav singer from a long time but the way he targeted us only and said others don't do anything like this is the thing I am against of.,CAG
PR gimmick. Is he responding to each and every victim of triple talaq. Such pretentiousness is sickening.,CAG
Made in russia just painted in india 😂😂😂😂,CAG
How  does Modi and you all care soo deeply about a lady when it comes to Triple Talaq in India and not a single word comes out of Modis mouth when it comes to Ladies getting raped in India on daily basis. YOU ALL MUST HAVE A HIDDEN AGENDA!,CAG
Where will we ride like this in India in DONGRI...40 CC banao,CAG
"This is the time when anti national are exposed. People who are supporting black money hoarder will face action soon.
Thank. you Modi ji. Now clear picture is emerging.",CAG
direct information from bajaj its not bike launch event :-D,CAG
Some ppl dnt understand these thngs...thy can only blame our pm...thy want chnge with out any chnge...good job sir...salute,CAG
Same guy shamed UDF when aadhar was launched... Everything is approximate which anyone can estimate to be any limit..proven data talks and not numbers on speeches.. Income tax is still squeezed from middle class..prices of fuel and other essential commodity is high only,CAG
"Though the IITians and other talented people leave our country to get to do what they want, their base (family) is in India. Hence in spite of spending a part of income they earn, they save and remit it to India. Such remittances serve a great purpose of balancing the current account deficit of our country. Hence though they aren't contributing directly at the beginning of their careers, they benefit their families and indirectly our country. Reverse brain drain is a phenomenon that is widespread today. A lot of these talented people left our country because they could not find the right environment in our country to nurture their interest or talent. Nowadays a lot of them return back with distinctions that are recognised throughout the world and are contributing by helping to set up the atmosphere so that in the future, our people need not go abroad.",CAG
Indian politics doesn't have enough courage . We can never beat Pakistan.,CAG
Where is the black money? Y r u not naming n shaming the ppl whose money was found now?,CAG
Yes rss against secularism ad u communist are very secular like destroying india..making antinational agenda..👍🏻,CAG
No work make this men a nonsense to our society,CAG
A DALIT then I guess it's high time to remove reservation.,CAG
Same as BJP will win in Bihar 2015 election!!!,CAG
"Who is shirish kunder..???
As if ppl knows him n will listen to him😂😂😂...bolo Jai Shree Ram",CAG
Proof reading guy must of asked for bribe and they refused. #fucktheworld 😂,CAG
"Maybe Trump's executive order isn't quite as ""Islamophobic"" as the liberal media would have you believe? https://www.whyps.com/about-us",CAG
"Pakistan was made by Islamic radicals, many of them are now trying to create another Pakistan in India.",CAG
Come on Bajaj... There's a bike to be launched. Cut the trash.,CAG
People in Tamilnadu have some sort of inferiority complex( I really don't know why) and that is why they are so servile!,CAG
The photographer we hired for a marriage is demanding 60000rs in cash. Where should we complain?,CAG
"Sir ,With due respect i want to convey you that there are doubts in the trading community that by mere verbal assurances of not doing postmortems by concerned authorities will work! Pl see the example of corruption by black sheeps in banking sector in issuance of new notes!",CAG
Hizib claimed the responsibility but said bank employees shot dead by crpf... Bloody cowards,CAG
"He is out of industry for a while no work, wants some public attention and issues like these are common these days to get back in action.",CAG
Better ask PM Modi because before becoming PM he was talking BIG things of destroying Pakistan & now why is he keeping quite.,CAG
"Incredible india !!! All poor humans of the country should wear the skin Nd horns of cattle to get safety, food and shelter in the incredible india!!!",CAG
"Why does anyone give importance to such tweets? No wonder, people come up with all kinds of trash. Ignore them, for heaven's sake.",CAG
Calling Erodgan sir and calling Modi Feku. True colors of a fundamentalist Muslim. You must be the next ISIS member. Go to Syria and fight. What are you doing in India?,CAG
Don't misguid the nations. Tell the truth Mr yellow journalist,CAG
This is arrogance of Shivsena.,CAG
"Why India Should #ScrapIndusWatersTreaty
Indus Water Treaty Is Illegal
The case of the 1960 Indus waters treaty, it has been signed by then Prime Minister Jawaharlal Nehru and “nowhere it is declared that the said agreement/treaty has been signed in the name of the President of India”, 
“According to the ministry of external affairs documents, nowhere disclosed agreement has been signed by the Jawaharlal Nehru for the President of India...,” 

“According to the impugned agreement 80% water goes to Pakistan which is a serious injury to the fundamental right of the citizens of India coupled with further financial and natural injuries to national interest.”

If We Indians Keep Quit Today Our Future Generations Will Blame Us And Never Going To Forgive Us

India Need Be Like China Fast And Furious And Must Have Ability To Say On Face.
China Claim South China Sea 
China Made And Develop 7 Artificial Man Made Islands On The South China Sea So Quickly 
Then Why Can't India Stop Water From Our Own States And Union Territories Of India
We Need To Build More Dam On Indus River And Must Have Iccha-Shakti To Say Only One Sentence To World Bank F*ck Off 
India Is Scraping Indus Waters Treaty

If China Can Do For Their Mother Land 
Then Why Not India (If India Cannot Do)
Then Their Is Some Serious Problem In Our Indian Government System With Our Political Partys And Also With Our Useless Politician.
Who Just Know To Bark But Cannot Take Action.

http://siteresources.worldbank.org/INTSOUTHASIA/Resources/223497-1105737253588/IndusWatersTreaty1960.pdf",CAG
People are complaining about long queues outside atms.....w/o realising the bigger picture.The same people are more than happy to stand in queues for reliance jio sim....LOL 😄,CAG
Pakistan ke log marte ha to marne de gussa to itna aata BJP kya pani puri kha rhi ha Modi ji apne leader gungan kre ge,CAG
Is it news aor you are try to panic the people,CAG
Only if u can't get into one of them !,CAG
No he didnt try...he did it for up elections😒😑,CAG
Yadav hang aapproved by military  court.military  court  always   use for military  personal.yadav is military  man.it's  always universal  in the world. It's  not new.,CAG
Rahul Gandhi of BJP,CAG
India trying to miss lead international community  regarding loc cross firing,CAG
Seriously NO we don't want movies like kick and ek that tiger,CAG
"Good PM let corrupted leaders bark, you keep your word, we are seeing new hope with you",CAG
Still waiting for Rahul Gandhi's grand expose of the PM. Why is he not speaking in parliament or doing a speech like this.,CAG
Indian Express better Use Burnol !!,CAG
Yes u r rit and people like u can always pull legs...,CAG
"koi nai modi ji rehne do bss ab aap se nahi ho payega, bss ab to ek yhi kaam rh gya hai ki ek or celebrity doond lo jo unke baccho ka further expence utha paye😡😡 . Hope so aage kisi politician ki himmt ho jo apni aulaad ko shaheed hone pr fakrr kre or pakistaan ki iss karyavaahi pr KADI NiNDA kre",CAG
Satyam Bora please read that whole article,CAG
Abid...  1st news for your country and just wait...  We will punish Pakistan very badly,CAG
Only 7 residents of the area opposed the location of music night because of residential area and have some religious institutions. ..that's it,CAG
"Saif Ali  just trying to defame Modiji , #haters",CAG
"I have no deal with anyone. It's my opinion. And I think I have free to have one. He doesn't suit to play Bheema, that's all.😂😂😂😂😂😂",CAG
"Very good move as it will reduce interest cost on goverment borrowing.Previous goverment in the past borrowed so much money in the past to meet expentiture .Central & State goverment used to present deficit budget. Goverment is doing its best to improve finances.This will help in containing inflation & more money for development.Banks should now reduce borrowing rates on home & personal loan, so demands  pick up resulting more employment",CAG
"old news -any way why don't c-17 directly land in beijing , why hitting around the bush , luck favors the brave",CAG
"One thing i wonder about former RM LALU ji is how out of so many graduated RM,he is the only one to show profit in railways management eventhough he is illiterate.shame on other graduated RM.Your education didn't outperform a illiterate at all.",CAG
"BJP creates Audiences for him... through their Media agencies. 
He's dancing on the tunes of BJP... bcz AAP exposed BJP's EVM fraud.",CAG
U trolled her correct.... I  sure she is another kanhaiya kumar in making. She doesnt have problem with ANTI NATIONALS like umar khalid.,CAG
Well said Saurabh..Mr Ali as far as i know Mr Manmohan Singh is a very educated man but what he gave to this country?? A basket full of Curruption & scandals...Unlike the present PM who is hardly educated but still if you like guys like Ex PM and Congress party then bro can't help.,CAG
Its a great effort by the poor people who need money on daily basis not we who have cards and online access and please next time someone give a chair to this person standing for such a long time for our country,CAG
Hahaha surgical strike by pakistan army 300meters inside disputed territory where ur 8 hundred thousand randian army there hahahaha they even can't protect their border,CAG
"Proud of PM Modi, Congress party is dragging the country back",CAG
Promoting protective sex is immoral? Since when?,CAG
"By using microphone and speakers are maybe disturbing sleep of people from other religions. As devout Muslims know their prayer timing, it is better to avoid using these speakers. There are so many Apps available now to remind the prayer timing. 
While making comments to other's comments, please use good language. Abusive language should be avoided",CAG
"Sorry to say, he was our PM for 10 years..",CAG
"on this matter no rapid action took place , rule of is same but waiting and keeping insight to the personality.",CAG
Iit is not everything,CAG
"Where is swiss bank money and u r thinking the whole country working peoples is criminal 
Where r politions money",CAG
Sahil it wont b surpsng u cuntry lets hafez sayed roam freely on whom un has put a bounty n usin the d sm stage ur pm says burhan wani was a peace lovin leadr kild by  IA,CAG
What about vande Matram and yoga opposition? What about  Uniform civil code ?,CAG
If courage ask for files from modi or any state govt. I fear sir for a heart attackon seeing things on those file. Anna ji playing politics. He is awake when has to say against Kejriwal but in deep sleep if asked about lokpal or questionable things about bjp.,CAG
What does he has other than skilled way of talking,CAG
They won't get goats there,CAG
Hahaha those who argue modi the coward man to do something are world foolish peoples. Modi can killed only unarmed innocent Muslims in india. He can't thing even in dream to face pakistan now.,CAG
"Pls come out of politics and work for the betterment of our country , which is needed desperatley at present moment.",CAG
#KRK is happy because this video broke his records of taking cuss words.,CAG
"Unlike Sonam Kapoor , Aishwarya Rai, andother celebs who endrose fairness creams, hair products which inly damage your hair in the end, She is in an advt that will eventually save many from catching STDs and unwanted pregnancies. Where is immorality? Time to ponder.",CAG
"As Nithin Gadkari said; ""if criminals enter the party, we lessen their faults and increase their merits"". The act qualifies him to Share the stage with Yogi Adithyanath. To empower the criminals to rule the nation is extremely patriotic act.  Pray that rest of parties don't follow BJP in this regard.",CAG
We don't need terrorists supporter idea. Pls let him keep his thoughts with him.,CAG
Shameful act !,CAG
Why didn't u stopped 500 and 1000 notes from 8pm on 8th of nov.why have u given 4 extra hours to people to cover bkack money in books.,CAG
Then why such a Tweet.,CAG
Agra Lucknow express way was part of Ganga express way project of Mayawati government and Metro project was also from mayawati government extensio of Delhi nodia metro project. Akilesh just taking credit of maywati government projects and changed names..,CAG
Who they r saying negative about midi and not supporting him they will suffer in future...great job modiji,CAG
RSS agent,CAG
"Simple reporter having Bad past of taking a ""Nabalig"" girl on tv for attaching in mob for marriage.....Ya every one has bad past.... how Raju will react....of course same way.....He might have got good offer that if you ""COULD"" by your midea expertise can spoil the Madison Gaden show or rather complete visit you will be rewarded by this & that... When he saw its price going away ....definitely any one will get angry........ finally how many channels some one can change Boss....Raja logo ko deep dikhate hain Chaiwale ko kaise pasand karenge...bhai....come on Raju be a sport....He may not be good at speaking English but ""Einglish"" is not the perameter of intelligence....for sure... & you are proof of that...",CAG
True!!!,CAG
Didn't expect this from Indian Express. Such a bogus title.,CAG
they are launching cute & hot models - I guess the bike is incidental,CAG
Secure.... hahahaha... my friends sister in law lost 5000 in paytm...,CAG
"He has a timing, Delhi mcd elections!!",CAG
Aishwarya Padmanabhan..but every person on this earth has to hv an identity..it is very necessary..wt a 22 year old girl with a spoon fed life wud know about the struggles of women in our country..it is very very necessary for women to acquire equal space in worksphere if we ever dream of equality!!,CAG
What happened deleted comments may be he is spying for CIA,CAG
"Then what should he do
Ek toh tumhe bachae bhi Army Pathar bhi maro tum unhe",CAG
You showed your colour brother...come back after sometime,CAG
India will react by not playing cricket with Pakistan or they ll make a bollywood movie against Pakistan in which they will show their army doing surgical strike... lol,CAG
"Dude we have 10,000 manuscripts,books vedas . U can't expect me to follow all of them . Many of them r paradoxical to each other . So cow is sacred to indians google ""nandi bail""",CAG
modiji hypnotised RBI & FM so he speaks and thinks through them.slight planning or delay in between Rs1000 & Rs500 phasing out could have been a better solution for the common man.now all are suffering.thanks modiji.its gods wish.,CAG
"And you were watching the entire episode through your binoculars 
Right!!!

Learn some logic and reason;though it could be a tall ask",CAG
so??? is this news,CAG
"Okay, Leave akshay kumar. Concentrate on Sonus intentions behind the tweet.",CAG
Today visited in sbi bank deposit 1000 sbi charge to us 57.50 for inter city tras charge same ful,CAG
This game of money will never get over as long as evil is in the World,CAG
"Also name caste,community, blood group of all topers.",CAG
But it seems the pill got  stuck ìn the throat of the doctor  himself!,CAG
"Plz listen carefully BJP will even kill its own people and demolish masjids even Mandira just to increase its power in whole India and implement RSS coward ideology in India.
During opposition  time they were showing jingoism  on such mishaps;now you will see they will do any other ad like story to fool majoritarian s",CAG
E v m,CAG
Money problem. Every one on this show is after money. ₹ 1.20 crore per episode to be shared by all including laughing Buddha Piddhu Paaji.,CAG
"Nd ur Fake,Fakeu.:D",CAG
If people get more money withdrawals then it is impossible to get more money to people who r stocking huge and crore of bundle,CAG
"Dear Indian Express,
I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal. 
A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa). 
We expect apology from your side for such a mistake.",CAG
It appears that there is more indiscipline in the country. It is advisable to give good education to all so that they learn to be polite and good moral characters.,CAG
Work for law and order and nothing else and remove all illitrate politicians from the system,CAG
No bosses over there take fare actions . Employee who are onroles they treat the person working on 3rd party payrole as their servant,CAG
Modi vote lena jante he senik sahid ho rahe he kuch bhi nahi karegha,CAG
Now we have to eat according to the dictates of the government.,CAG
Good prediction..he qualified for bjp ticket now..,CAG
How is it so? okey then in what way they enjoy success everyday.,CAG
Just started.,CAG
Modi ji aur kintn din hamara jawan & officer apna jeevan ki balidan dangay.plz do the auction immediately.Pakishtan ko bara jawab dow.Bharat mata ki jay.,CAG
She didn't mean the other babies are. Cmon. She was just referring to her own baby. And since it's her first child it's very obvious she's still learning to be a mother.,CAG
"See the stupidity of indian PM who is worried about summer instead of country 

In the 31st edition of 'Mann Ki Baat', Prime Minister Narendra Modi addressed the nation on a number of topics and issues including VIP culture in our country, bridging the gap between rich and poor, and also encouraging students to try new things during their summer vacations. However, one piece of advice that has really touched a chord with people on social media is PM Modi's suggestion on putting out water for birds and animals this summer. With temperatures soaring across the country, PM Modi suggested children take up this initiative as it will not only help the creatures but also instill empathy in children.",CAG
Let me see....How many MUSLIM men stand up for this Poor Lady ??,CAG
Omer Majeed why u abuse krishna ? krishna created prophets like muhmmad and u abused him ?,CAG
"In a country where Maa Durga is worshipped as the Universal Mother, a bunch of hooligans in a University, celebrate the demon whom she killed as a martyr and say she was a sex worker who seduced him and killed him after honeymooning with him. That is allowed as free speech by Congress and Left who went to defend those in the University.
And now when a woman Minister reads that out as to what was happening in the University from the University authenticated documents, because evidence was asked, she was not being allowed to speak and interrupted with yelling and shouting and now they demand an apology from her, wait and take a deep breath, for blasphemy!
This, my friends, is the hypocrisy of Congress and Left who support free speech, and this my friends, is the hypocrisy of the pseudo-liberals and pseudo-feminists in this country, who would allow a real abuse of Mother and Mother land in a University in the name of free speech, but will not defend a woman who happens to be a Minister of a party that does not follow their ideology.
Such tolerance, much hypocrisy!",CAG
Yeah and their semi auto pilot system will break down. Hehe... Indians don't obey traffic rules. I don't know how that's gonna play out. Big Test for Tesla. ;),CAG
Modiji if you can make from your mother a net. Transaction or mobile payment we can understand your saying as we also have mother they don't have security to do paymnet by net or mobile,CAG
That's how my padosi Aunty sings while she is in the shower,CAG
Please give 15lakh to my bank. It was your primary promise !,CAG
If he happen to be a cow then what will be the condition? Helicopter ambulance to the patient?,CAG
Simple....The only thing the BJP doesn't do is appeasement while the rest are more or less same,CAG
"Excellent! So what's his plan ? Relocating to Sukma or be Kanhaiya's, Shehla's, Omar's prof in JNU or relocating to Pakistan ? We have to know. National security is very important",CAG
"These calculations are waste of time, the ultimate winner will be AAP with a thumping majority.",CAG
Those ppl with swanky cars..big bungalow..extra moolah..to go for and buy designer labels...are sooo screwed....,CAG
Talking like stupid.  Don't understand why some people follow him :(,CAG
"Indian democracy : laws made to save the corrupt politicians. 
US democracy: laws made to save country from corrupt politicians",CAG
Great job Modi ji.. only those people are against who's black money is of no use now.,CAG
"Tell your pm to go and eat cake on birthday without invitation, hehe",CAG
Hope it's not hosted by that lady in specs...!!! (the one who conduct's the market closing show) it's hard to tolerate her!,CAG
Judiciary system of India.........????????,CAG
"yes, last 60 yrs had been great years of happiness for all Indians.",CAG
"Appreciate his thoughts and views""""depends on every citizen to understand and allow to implement",CAG
Shes right about nepotism but i do agree that she plays the victim card a lot,CAG
"Who is Mira Rajput ? What has she achieved to make her opinion matter ? 

Read about this girl .Her husband died for the country , instead of crying she decided to join the army herself . 
 That's feminism ..Not being a trophy wife .. Planning parties and enjoying celebrity status because of ur husband.

https://lm.facebook.com/l.php?u=https%3A%2F%2Fwww.theindusparent.com%2Fhats-off-martyrs-wife-keeps-promise-joins-indian-army&h=ATOfxti_6sGZcR-BmY9IaDR8ygNxk4lpR2h8RulE77w1vC-37qXP0RPoMPsBhtVRuScuP3PKLwxdaj0VLZN7krDQEybkvWOdzD4UktL07Fc4OJ6cOAAgpj_xQip2xClM_xzojI_7UBG3wX30SP8&enc=AZNAHQWA9maFf_P_NSPfWv6ye87Uj6LhurX2LpA0ddON71qIIhQk2yAckrfVQU4jBCAjHB-Mu2tnvC0kQUCooAmhHESsbsEIwcJtIJTAWbiI8olmVwn4_74jXxndCJ4TtmmznlAXENp53mPKYoYzEjEw5p9ewRRslRgPV5bOPqXtkoXRcmYedjWhKPg30wDqrEk5lZ-dn-WA3AbXQvqoR1z5FTh4oQLBgZ9qwABysyOPKEIknRYN33LscK9_TSpGw0JR-jUgm2awpWscZDYE7dZxKyE6OSZaouL4RVqApRi0WDMeZuhb9Gee06Vi0Z-fXxU&s=1",CAG
Ha ha ha but serious matter.,CAG
Obviously this Alkesh is from Moon? He does not Know the phenomenon called Amitabh Bachhan!Even though I like his screen presence more than this movies but to be so ignorant is a crime!,CAG
"shut up please. no more...
nation is gone to it's worst.",CAG
Mr modi please look at ordinary people they are really suffering,CAG
Keep control on words. Talk in a decent language. It seems the success of Modi has gone to his head. Cool down & keep your feet on mother earth. Do not fly you will come down very fast,CAG
"Propaganda master ..

Opportunist

Fanning communal tension 

Corrupt ....check his source of income....",CAG
"He is a respectable & responsible leader , we can't forget his service when he was finance minister ,i don't appreciate his pm tenure ,as far as his statement is considered all parties are same engaged in looting innocent janta .",CAG
"finally he spoke... all these years his mouth was stitched.... Ex PM sir, you look good when your mouth is closed.... talking does not suit you.....",CAG
I guess Rahul Gandhi or Mamta Banerjee would make India strong again....but again really they can?????,CAG
"ARUNACHAL PRADESH, INDIA - HIDDEN GATEWAY for CHINA'S NEED OF SUSTAINABLE GLOBAL RIPARIAN TRANSPORTATION SYSTEM 
=======================================

Arunachal Pradesh of india, the land of rising sun, undisputed beauty queen of Nature & powerhouse of hydropowers is always been a bone of contention between India & China.

But why china is so adament to have Arunachal Pradesh as part of Tibet ? Is it mere Riligioustic or Geo-politics or Militaristics or Expansionist mindset of China ? Why China is playing a zero-sum game knowing fully well that India will not part with Arunachal Pradesh  at any cost ? 

It is undoubtedly clear to everybody that the CORE GROWTH ENGINE of china's economy has been SUSTAINABLE RIPARIAN TRANSPORTATION SYSTEM which has two componants as LOCAL & GLOBAL features. 

It is the GLOBAL FEATURE which makes ARUNACHAL PRADESH of India via NAGALAND as GATEWAY for china to the SHORTEST riparian transportation system based upon RIVER KALADIN of MYANMAR to the BAY of BENGAL (through Sittwe Sea Port of Myanmar which will eventually form KOLKATA-DHAKA-SITTWE economic corridor powered by 'BANGLADESH-BHUTAN-INDIA-NEPAL MULTILATERAL HIGHWAY' linked with INDIA-MYANMAR-THAILAND TRILATERAL HIGHWAY thereby effectively replacing NORTH EAST of INDIA as HUB of ACT EAST POLICY of INDIA with BENGAL, INDIA) as current global riparian transportation system takes too much times & distances to cover. That is why CHINA keeps disputing the ARUNACHAL PRADESH thereby giving much irritation to the India and preventing both powerhouses to realise full mutual prosperities.

But this ZERO-SUM game can be reversed by MIGHTY RIVER BRAHMAPUTRA. Having RORO facility at DHUBURI & elevated the status of DHUBURI, ASSAM, INDIA to the status of INTERNATIONAL SPECIAL ECONOMIC ZONE , river brahmaputra can provide peaceful & sustainable riparian solution to above discussed problem and for this both India & China Government have to build following multilateral economic corridor powered by inland, road & rail networks (taking both Bangladesh & Bhutan Government on-board) , namely , ""DHAKA-DHUBURI-THIMPHU-LHASA-BEIJING (DDTLB) ECONOMIC CORRIDOR "".",CAG
U still are a kid to know BJ P and their politics thts all I can say coming in Mercedes does not make a diff if you see im wht cars I travel out here.,CAG
Air pollution bound to stay with us for ever. this has become part of indian culture.,CAG
lacs crores spent for 5 campaigning only from tax payers money.,CAG
Watch this video u will know what sort of guts they carry,CAG
I believe he has expressed my view as well,CAG
"Dear Indian Express, I feel sorry to write that your journalists are out there to misinterpret events and present them in a distorted manner just to make some sensational headlines. The news about upcoming singer Nahid Afreen has been prepared without proper research and investigation. It was very sad to see that your journalists don't even know the difference between fatwa and appeal.  A fatwa is a non-binding legal opinion issued only by a qualified jurist (Mufti) on a request by someone who is unable to understand religious guidelines whereas the leaflet that is being circulated and presented as Fatwa is just a hard copy of an appeal signed by 46 men who believe in religious practices. The merit of appeal can be discussed on many grounds and in many dimensions but first and foremost, an appeal can not be called a legal opinion (Fatwa).  We expect apology from your side for such a mistake.",CAG
"Each statement minister should speak to RBI, get daily allocation for new money, ensure that the money reaches the poor and far flung areas. The bank manager / branches should disperse money to the poor in villages and the owners of the tea garden estate (e.g.) they should speak to CM, get allocation of new money from STATE govt (RBI) and disperse money to poor people.  Also the state government should provide the food (rice and Atta) from govt warehouse against the AADhar card. Why and what is the ThinkTank doing???  They should help drive the cause of curbing black money and the new money being seized should be put into circulation  and allocated to bank so that ATM can dispense money. The new money caught till date is 50 Cr. this could be dispensed to more than 250,000 public if given Rs 2000 each",CAG
ohoo ?? Good,CAG
But still its poison.......,CAG
Stop all this as country prestige on test and enemy be taught lesson first at all costs and sacrifices.,CAG
"Congratulation Indians u won .
This is only just the stay order's.
Doesn't matter court didn't said that he is innocent. 
And second thing he is still in our jail.
Remember how sarbijit Singh died in jail.
It can happen to him also.
So don't be happy.",CAG
how come none of those people seated there have not yet thrown something on to the stage,CAG
Anna is doing drama. Why is silent about lokpal if he is gandhivadhi why not doing satthyagraha for lokpal well educate people know kejri he was part of the Central Govt and he is well know how ll do work. Not like that modi saab all people are not fool...,CAG
we are & we can deal Pak Army Appropriately but we have to  deal equally with Pak Rakshak Gangs in our soil,CAG
Ha ha lies again ...,CAG
"AAP attacks army, sides separatists. Kaviver comes to do cover up. THen changes his statement ""Mera ye matalb nahi tha"" Dont fool us. We are not from delhi.",CAG
When one of their own sings a Bhajan they take out a Fatwa.Most intolerant religion.,CAG
It's call unemployment lol,CAG
10 Useful Windows Commands You Should Know...commands that should be useful even if you’re not a command-line person...even windows -just spend 10 minutes every day -learn slowly -and apply -one day you will become the expert of command prompt -----google search.,CAG
"aby Sharma, AAP is not with any criminals.. AAP is with Aam Aadhmi.. Its not support any party. Vote for AAP.",CAG
They should focus on dairy farming. Country's milk adulteration rates are too high anyway.,CAG
My family is hardworking unlike your family. They will not take even a paisa for free.,CAG
"courageous or not , but how can a human be still annoyed with a dead.",CAG
Dont worry i will appeal to the the transport authority regarding ur concern. Till then use ur feet as mode of transport,CAG
Hats off for ur sily move. Common people are sufering not u cheaters ..,CAG
hike is not a problem for the people but the proper and effective utility of the amount so earned or amount subsidy saved is a billion $ question. Will that saved subsidy will go to the corpus of corruption?,CAG
Modi is least bothered about this chap...teen talak will be banned...a strict law will come and make this kind of muslims straight...life of muslim womens will be secure after this law...,CAG
in 1971 we can have kill ur 93000 army but we leave them and not did any bargaining.it is India,CAG
"Dear Islam is a holy faith and Quran is a holy book

But why all world is against Islam only. 

Why so much population blast everywhere by Muslims only

Why whenever there is a terror activity in 9 out 10 cases there is a Islamic jehadi outfit

Why women are treated as children producing machine in islam

Why Muslims prefer madrsas education rather than modem scientific education 

Why sunnis are killing there fellows who follow bit different faith

Why Muslims hate other faiths 

If one needs blood. He won't match religion but check blood group",CAG
Why no chutiya liberal & sickular stands for the miseries of Kashmiri Pandits? Why no liberal bukchod returned their awards on their miseries? Why no one shouted slogans in JNU for killing & raping of Kashmiri Pandit women by islamic militants?,CAG
"Satyam Gupta simply project rahul gandhi as pm, then all the problem will be solved 😢",CAG
"As Mr Nandan Nilekani said, this will usher in digital economy at a rapid pace. He said that what would have taken six years may happen now in six months.",CAG
"Anna Hazare is solely responsible for creating a monster ""Kejriwal"" who has crossed all limits of stupidity.",CAG
"IS INDIAN CONSTITUTION MAINLY FROM ""FRANCE & IRELAND""...IS IT SO...? DOES THAT MEAN OTHERS ARE SLAVES...?PLEASE TELL THE DEADLINE HOW LONG WILL WE BE RULED....?",CAG
"Even they took there saman to show to there ladkis c this is real saman of a real mardh,",CAG
These ads talk about flavour also! Don't forget this side too. STD and flavour talks!!,CAG
Vemula Karthik Mr. Andhra have you visited Kerala and its restaurants ever. Try our parota and beef fry or curry and check out the customers who eat them. Ask them their religion and you might get a whack on your face.,CAG
New theology in freedom struggle. By a Hindu marxist,CAG
We have already given them reply in surgical strike they r rats in front of g8 army...They send their terrorist fight with all of them will b send to hell,CAG
"a specific group ( obviously politically biased) in India also , supported Trump's politics during election , even they prayed to God for his win. i hope , every concerned public is understanding my direction. may be they are supporting this killing too. because it comes from the same communal and racist mentality.",CAG
According to HM and PM---- hum iski kari ninda karte hain!an oft repeated statement!,CAG
He would have been expelled from the party 😜,CAG
Saurabh Shinde Sharing his opinion without reading the whole story is wrong. He just picked one of the 27 frames.,CAG
"Worst reporting from media. Whole video aimed at something else, Made into something else",CAG
"Ofc they should be seen as a lowlife. Cause inexperienced opinions won't help anyone. Anyways, your point would have been considered, for you are into IIT. BUT since you haven't seen the real ""IIT"" thing, your opinion is invalid.",CAG
Abraham u asked me the same question and again u copied and pasted this question,CAG
But you were wrong to let him use you and your platform.,CAG
extreme right wing,CAG
"We got to see nice move. 
But we actually don't know what's ur reason for such move. 
But I can say one thing it was not executed properly.",CAG
After announcement of demonstration every minute u change ur statement ur so confused We Indian don't want confused PM please,CAG
Venky - has to KMA Modi every now and thenn to keep his job as minister. He lost the 12014 election by a huge margin and then sneaked in through the back door - India is the only democracy in the world that allows defeated politicians to become ministers - utter disbgace when these fakes start sermonisung .,CAG
You are correct Trump is highly obliged by Indian Hindus who prayed hard for his victory. Muslim never prayed for his success. But I am truly telling you I prayed for Trump's success and even today I appreciate his Nationalism and wish him more success. I will be happy the day Trump kicks Saudi Arabia and Kuwait because they too are the same fundamentalist Muslims as that of the seven countries he banned.,CAG
Bollywood has been the fiefdom of select few and those who raise voice against are ostracised. It's good that some one has raised the issue.,CAG
S Kumar Kumar dont talk like this. If i started to abuse you cant bear,CAG
I stand by him.I'm sick of the mentality of the goddamned liberals refusing to address the elephant in the room...we need a few hundred thousand people like him....,CAG
Maybe bharat ratna also!,CAG
What issssss that anger ???? Its not a conclusion to be right,CAG
I am not against BJP but now where is that people who were saying terrorist activities will reduced after Demonitisation? ? So please don't be on path of Congress....,CAG
Same on you mr.  Pm. Jab chair nahi to sab sher the abb billy ho gaye ho.  Saram karo or kitne marwaoge,CAG
So is je useless or redundant that he has no power on this decision to make or break?,CAG
"We are happy,  don't required your theory,  go and wash your face",CAG
Yes white boss you made a right decision you did not join with Kejriwal God saved Kejriwal and AAP as well Delhi people from this culprit,CAG
Why is anti national in quotes?? Is it that being an ISI operative is also ok and that only those dissent at liberals are anti nationals??,CAG
You got Rss,CAG
We have seen ur kind of SUR JE KAL strikes so far.......! No need of retaliation hahahahaha,CAG
"By one stroke it can be reversed. Make it mandatory for all public servants ( leave the politicians) to admit their wards to govt school only. Next comes the next neighbourhood school for all independent of caste , creed, class and religions. In fact once the govt servants are compelled they will ensure the later.",CAG
I am happy to see he speaking for the first time in the last 14 years...He is very smart and intellectual and there is no way anyone can be compared to him...we are so unfortunate to have this kind of people talking for Gandhis but not for country...,CAG
This plan is a huge success for me..if the tax ambit is increased from 2 to 10%,CAG
"There you are, this is not it more to come :D be prepared common 👨",CAG
the most hard working and non corrupt PM ever India got..,CAG
How a BJP sympathiser will join AAP?,CAG
